orthogroup,cm_protein,cz_protein
OG0003847,KAF2216326,KAM3422835.1
OG0003848,KAF2216328,KAM3422837.1
OG0003849,KAF2216330,KAM3422840.1
OG0003850,KAF2216332,KAM3422842.1
OG0003851,KAF2216333,KAM3422843.1
OG0003852,KAF2216334,KAM3422844.1
OG0003853,KAF2216335,KAM3422845.1
OG0003854,KAF2216336,KAM3422846.1
OG0003855,KAF2216337,KAM3422847.1
OG0003856,KAF2216339,KAM3422849.1
OG0003857,KAF2216342,KAM3422852.1
OG0003858,KAF2216343,KAM3422853.1
OG0003859,KAF2216344,KAM3422854.1
OG0003860,KAF2216345,KAM3422856.1
OG0003861,KAF2216352,KAM3422860.1
OG0003862,KAF2216350,KAM3422861.1
OG0003863,KAF2216349,KAM3422862.1
OG0003864,KAF2216348,KAM3422863.1
OG0003865,KAF2216347,KAM3422864.1
OG0003866,KAF2216358,KAM3422865.1
OG0003867,KAF2216357,KAM3422866.1
OG0003868,KAF2216356,KAM3422867.1
OG0003869,KAF2216362,KAM3422872.1
OG0003870,KAF2216360,KAM3422870.1
OG0003871,KAF2216359,KAM3422869.1
OG0003872,KAF2216210,KAM3422706.1
OG0003873,KAF2216212,KAM3422708.1
OG0003874,KAF2216217,KAM3422711.1
OG0003875,KAF2216209,KAM3422705.1
OG0003876,KAF2216208,KAM3422704.1
OG0003877,KAF2216207,KAM3422703.1
OG0003878,KAF2216205,KAM3422701.1
OG0003879,KAF2216202,KAM3422696.1
OG0003880,KAF2216198,KAM3422693.1
OG0003881,KAF2216196,KAM3422690.1
OG0003882,KAF2216195,KAM3422689.1
OG0003883,KAF2216194,KAM3422688.1
OG0003884,KAF2216193,KAM3413461.1
OG0003885,KAF2216191,KAM3413459.1
OG0003886,KAF2216190,KAM3422499.1
OG0003887,KAF2216188,KAM3422500.1
OG0003888,KAF2216187,KAM3422501.1
OG0003889,KAF2216186,KAM3422502.1
OG0003890,KAF2216185,KAM3422503.1
OG0003891,KAF2216182,KAM3422506.1
OG0003892,KAF2216181,KAM3422507.1
OG0003893,KAF2216180,KAM3422508.1
OG0003894,KAF2216179,KAM3422509.1
OG0003895,KAF2216178,KAM3422512.1
OG0003896,KAF2216177,KAM3422513.1
OG0003897,KAF2216176,KAM3422514.1
OG0003898,KAF2216442,KAM3422959.1
OG0003899,KAF2216440,KAM3422962.1
OG0003900,KAF2216439,KAM3422963.1
OG0003901,KAF2216437,KAM3422965.1
OG0003902,KAF2216434,KAM3422968.1
OG0003903,KAF2216432,KAM3422970.1
OG0003904,KAF2216431,KAM3422971.1
OG0003905,KAF2216430,KAM3422972.1
OG0003906,KAF2216428,KAM3422974.1
OG0003907,KAF2216426,KAM3422976.1
OG0003908,KAF2216425,KAM3422977.1
OG0003909,KAF2216421,KAM3422982.1
OG0003910,KAF2216420,KAM3422983.1
OG0003911,KAF2216419,KAM3422984.1
OG0003912,KAF2216418,KAM3422985.1
OG0003913,KAF2216417,KAM3422986.1
OG0003914,KAF2216415,KAM3422989.1
OG0003915,KAF2216414,KAM3422990.1
OG0003916,KAF2216410,KAM3422995.1
OG0003917,KAF2216406,KAM3422999.1
OG0003918,KAF2216405,KAM3423000.1
OG0003919,KAF2216404,KAM3423001.1
OG0003920,KAF2216402,KAM3423003.1
OG0003921,KAF2216401,KAM3423004.1
OG0003922,KAF2216396,KAM3423011.1
OG0003923,KAF2216395,KAM3423012.1
OG0003924,KAF2216389,KAM3423017.1
OG0003925,KAF2216388,KAM3423018.1
OG0003926,KAF2216387,KAM3423019.1
OG0003927,KAF2216386,KAM3423020.1
OG0003928,KAF2216385,KAM3422899.1
OG0003929,KAF2216383,KAM3422894.1
OG0003930,KAF2216379,KAM3422891.1
OG0003931,KAF2216375,KAM3422886.1
OG0003932,KAF2216374,KAM3422885.1
OG0003933,KAF2216373,KAM3422884.1
OG0003934,KAF2216372,KAM3422883.1
OG0003935,KAF2216370,KAM3422881.1
OG0003936,KAF2216368,KAM3422878.1
OG0003937,KAF2216366,KAM3422876.1
OG0003938,KAF2216365,KAM3422875.1
OG0003939,KAF2216364,KAM3422874.1
OG0003940,KAF2216218,KAM3422712.1
OG0003941,KAF2216219,KAM3422713.1
OG0003942,KAF2216220,KAM3422714.1
OG0003943,KAF2216221,KAM3422715.1
OG0003944,KAF2216222,KAM3422716.1
OG0003945,KAF2216225,KAM3422726.1
OG0003946,KAF2216226,KAM3422727.1
OG0003947,KAF2216230,KAM3422730.1
OG0003948,KAF2216231,KAM3422731.1
OG0003949,KAF2216235,KAM3422734.1
OG0003950,KAF2216236,KAM3422735.1
OG0003951,KAF2216239,KAM3422736.1
OG0003952,KAF2216242,KAM3422739.1
OG0003953,KAF2216243,KAM3422740.1
OG0003954,KAF2216245,KAM3422742.1
OG0003955,KAF2216248,KAM3422746.1
OG0003956,KAF2216250,KAM3422749.1
OG0003957,KAF2216251,KAM3422750.1
OG0003958,KAF2216252,KAM3422751.1
OG0003959,KAF2216253,KAM3422752.1
OG0003960,KAF2216254,KAM3422753.1
OG0003961,KAF2216255,KAM3422754.1
OG0003962,KAF2216258,KAM3422758.1
OG0003963,KAF2216265,KAM3422764.1
OG0003964,KAF2216266,KAM3422765.1
OG0003965,KAF2216273,KAM3422774.1
OG0003966,KAF2216274,KAM3422775.1
OG0003967,KAF2216652,KAM3423198.1
OG0003968,KAF2216651,KAM3423197.1
OG0003969,KAF2216647,KAM3423194.1
OG0003970,KAF2216646,KAM3423193.1
OG0003971,KAF2216645,KAM3423192.1
OG0003972,KAF2216644,KAM3423191.1
OG0003973,KAF2216643,KAM3423190.1
OG0003974,KAF2216637,KAM3423181.1
OG0003975,KAF2216636,KAM3423180.1
OG0003976,KAF2216635,KAM3423179.1
OG0003977,KAF2216634,KAM3423178.1
OG0003978,KAF2216633,KAM3423177.1
OG0003979,KAF2216630,KAM3423175.1
OG0003980,KAF2216629,KAM3423174.1
OG0003981,KAF2216628,KAM3423173.1
OG0003982,KAF2216627,KAM3423172.1
OG0003983,KAF2216623,KAM3423169.1
OG0003984,KAF2216621,KAM3423167.1
OG0003985,KAF2216620,KAM3423166.1
OG0003986,KAF2208413,KAM3417953.1
OG0003987,KAF2216563,KAM3423101.1
OG0003988,KAF2216566,KAM3423105.1
OG0003989,KAF2216568,KAM3423107.1
OG0003990,KAF2216571,KAM3423112.1
OG0003991,KAF2216573,KAM3423113.1
OG0003992,KAF2216574,KAM3423114.1
OG0003993,KAF2216576,KAM3423116.1
OG0003994,KAF2216577,KAM3423117.1
OG0003995,KAF2216578,KAM3423118.1
OG0003996,KAF2216579,KAM3423119.1
OG0003997,KAF2216584,KAM3423123.1
OG0003998,KAF2216583,KAM3423122.1
OG0003999,KAF2216595,KAM3423133.1
OG0004000,KAF2216597,KAM3423135.1
OG0004001,KAF2216598,KAM3423139.1
OG0004002,KAF2216605,KAM3423150.1
OG0004003,KAF2216558,KAM3423090.1
OG0004004,KAF2216556,KAM3423088.1
OG0004006,KAF2216549,KAM3423077.1
OG0004007,KAF2216548,KAM3423076.1
OG0004008,KAF2216547,KAM3423075.1
OG0004009,KAF2216545,KAM3423073.1
OG0004010,KAF2216544,KAM3423072.1
OG0004011,KAF2216543,KAM3423071.1
OG0004012,KAF2216542,KAM3423069.1
OG0004013,KAF2216538,KAM3423066.1
OG0004014,KAF2216537,KAM3423065.1
OG0004015,KAF2216536,KAM3423064.1
OG0004016,KAF2216534,KAM3423061.1
OG0004017,KAF2216526,KAM3423047.1
OG0004018,KAF2216525,KAM3423045.1
OG0004019,KAF2216524,KAM3423044.1
OG0004020,KAF2216523,KAM3423043.1
OG0004021,KAF2216521,KAM3423041.1
OG0004022,KAF2216519,KAM3423036.1
OG0004023,KAF2216517,KAM3423032.1
OG0004024,KAF2216515,KAM3423030.1
OG0004025,KAF2206987,KAM3423249.1
OG0004026,KAF2206989,KAM3423251.1
OG0004027,KAF2206992,KAM3423255.1
OG0004028,KAF2206994,KAM3423257.1
OG0004029,KAF2206995,KAM3423259.1
OG0004030,KAF2206996,KAM3423260.1
OG0004031,KAF2206997,KAM3423263.1
OG0004032,KAF2207001,KAM3423269.1
OG0004033,KAF2207003,KAM3423271.1
OG0004034,KAF2207004,KAM3423272.1
OG0004035,KAF2207007,KAM3423277.1
OG0004036,KAF2207009,KAM3423279.1
OG0004037,KAF2207011,KAM3423283.1
OG0004038,KAF2207013,KAM3423285.1
OG0004039,KAF2207014,KAM3423286.1
OG0004040,KAF2207015,KAM3423287.1
OG0004041,KAF2207016,KAM3423288.1
OG0004042,KAF2212939,KAM3423294.1
OG0004043,KAF2213300,KAM3423784.1
OG0004044,KAF2213298,KAM3423786.1
OG0004045,KAF2212940,KAM3423295.1
OG0004046,KAF2213302,KAM3423782.1
OG0004047,KAF2213303,KAM3423781.1
OG0004048,KAF2213305,KAM3423779.1
OG0004049,KAF2213306,KAM3423778.1
OG0004050,KAF2213307,KAM3423777.1
OG0004051,KAF2213157,KAM3423527.1
OG0004053,KAF2213167,KAM3423534.1
OG0004054,KAF2213169,KAM3423536.1
OG0004055,KAF2213170,KAM3423537.1
OG0004056,KAF2213171,KAM3423538.1
OG0004057,KAF2213172,KAM3423539.1
OG0004058,KAF2213173,KAM3423540.1
OG0004059,KAF2213176,KAM3423543.1
OG0004060,KAF2213177,KAM3423544.1
OG0004061,KAF2213178,KAM3423545.1
OG0004062,KAF2213179,KAM3423546.1
OG0004063,KAF2213181,KAM3423549.1
OG0004064,KAF2213191,KAM3423562.1
OG0004065,KAF2213189,KAM3423559.1
OG0004066,KAF2213188,KAM3423558.1
OG0004067,KAF2213187,KAM3423556.1
OG0004068,KAF2213184,KAM3423552.1
OG0004069,KAF2213183,KAM3423551.1
OG0004070,KAF2213201,KAM3423576.1
OG0004072,KAF2213199,KAM3423572.1
OG0004073,KAF2213198,KAM3423571.1
OG0004074,KAF2213196,KAM3423569.1
OG0004075,KAF2213194,KAM3423565.1
OG0004076,KAF2213203,KAM3423582.1
OG0004077,KAF2213206,KAM3423584.1
OG0004078,KAF2213209,KAM3423586.1
OG0004079,KAF2213211,KAM3423587.1
OG0004080,KAF2213213,KAM3423590.1
OG0004081,KAF2213215,KAM3423592.1
OG0004082,KAF2213216,KAM3423593.1
OG0004083,KAF2213217,KAM3423594.1
OG0004084,KAF2213223,KAM3423599.1
OG0004085,KAF2213222,KAM3423598.1
OG0004086,KAF2213227,KAM3423602.1
OG0004087,KAF2213228,KAM3423603.1
OG0004088,KAF2212956,KAM3423311.1
OG0004089,KAF2212951,KAM3423306.1
OG0004090,KAF2212950,KAM3423305.1
OG0004091,KAF2212948,KAM3423303.1
OG0004092,KAF2212947,KAM3423302.1
OG0004093,KAF2212946,KAM3423301.1
OG0004094,KAF2212945,KAM3423300.1
OG0004095,KAF2213296,KAM3423789.1
OG0004096,KAF2213295,KAM3423790.1
OG0004098,KAF2213287,KAM3423801.1
OG0004099,KAF2213058,KAM3423460.1
OG0004100,KAF2213055,KAM3423464.1
OG0004101,KAF2213048,KAM3423474.1
OG0004102,KAF2213039,KAM3423482.1
OG0004103,KAF2213036,KAM3423485.1
OG0004104,KAF2213035,KAM3423486.1
OG0004105,KAF2213034,KAM3423487.1
OG0004106,KAF2213033,KAM3423489.1
OG0004107,KAF2213032,KAM3423490.1
OG0004108,KAF2213031,KAM3423491.1
OG0004109,KAF2213028,KAM3423494.1
OG0004110,KAF2213027,KAM3423495.1
OG0004111,KAF2213025,KAM3423497.1
OG0004112,KAF2213024,KAM3423498.1
OG0004113,KAF2213022,KAM3423501.1
OG0004114,KAF2213021,KAM3423502.1
OG0004115,KAF2213020,KAM3423503.1
OG0004116,KAF2213019,KAM3423504.1
OG0004117,KAF2213016,KAM3423507.1
OG0004118,KAF2213015,KAM3423508.1
OG0004119,KAF2213009,KAM3423515.1
OG0004120,KAF2213155,KAM3423525.1
OG0004121,KAF2213154,KAM3423524.1
OG0004122,KAF2213152,KAM3423522.1
OG0004123,KAF2213004,KAM3423510.1
OG0004124,KAF2213272,KAM3423818.1
OG0004125,KAF2213268,KAM3423823.1
OG0004126,KAF2213262,KAM3423640.1
OG0004127,KAF2213261,KAM3423639.1
OG0004128,KAF2213260,KAM3423638.1
OG0004129,KAF2213257,KAM3423632.1
OG0004130,KAF2213256,KAM3423631.1
OG0004131,KAF2213255,KAM3423630.1
OG0004132,KAF2213252,KAM3423627.1
OG0004133,KAF2213250,KAM3423623.1
OG0004134,KAF2213249,KAM3423622.1
OG0004135,KAF2207774,KAM3423860.1
OG0004136,KAF2207773,KAM3423859.1
OG0004137,KAF2207772,KAM3423858.1
OG0004138,KAF2207771,KAM3423857.1
OG0004139,KAF2207765,KAM3423850.1
OG0004140,KAF2207764,KAM3423849.1
OG0004141,KAF2207777,KAM3423844.1
OG0004142,KAF2207778,KAM3423843.1
OG0004143,KAF2207779,KAM3423842.1
OG0004144,KAF2207780,KAM3423841.1
OG0004145,KAF2207784,KAM3423836.1
OG0004146,KAF2207785,KAM3423835.1
OG0004147,KAF2207786,KAM3423834.1
OG0004148,KAF2207787,KAM3423833.1
OG0004149,KAF2207788,KAM3423832.1
OG0004150,KAF2207790,KAM3423830.1
OG0004151,KAF2206194,KAM3423652.1
OG0004152,KAF2206192,KAM3423654.1
OG0004153,KAF2206187,KAM3423656.1
OG0004154,KAF2206186,KAM3423657.1
OG0004155,KAF2206185,KAM3423658.1
OG0004156,KAF2207796,KAM3423662.1
OG0004157,KAF2207798,KAM3423665.1
OG0004158,KAF2207802,KAM3423671.1
OG0004159,KAF2213140,KAM3423372.1
OG0004160,KAF2213139,KAM3423373.1
OG0004161,KAF2213138,KAM3423374.1
OG0004162,KAF2213128,KAM3423388.1
OG0004163,KAF2213127,KAM3423389.1
OG0004164,KAF2213126,KAM3423391.1
OG0004165,KAF2213122,KAM3423393.1
OG0004166,KAF2213121,KAM3423394.1
OG0004167,KAF2213120,KAM3423395.1
OG0004168,KAF2213119,KAM3423396.1
OG0004169,KAF2213117,KAM3423398.1
OG0004170,KAF2213116,KAM3423400.1
OG0004171,KAF2213114,KAM3423404.1
OG0004172,KAF2213112,KAM3423402.1
OG0004173,KAF2213111,KAM3423406.1
OG0004174,KAF2213110,KAM3423407.1
OG0004175,KAF2213108,KAM3423409.1
OG0004176,KAF2213107,KAM3423411.1
OG0004177,KAF2213106,KAM3423412.1
OG0004178,KAF2213105,KAM3423413.1
OG0004179,KAF2213104,KAM3423414.1
OG0004180,KAF2213103,KAM3423415.1
OG0004181,KAF2213101,KAM3423417.1
OG0004182,KAF2213099,KAM3423419.1
OG0004183,KAF2213096,KAM3423421.1
OG0004184,KAF2213094,KAM3423423.1
OG0004185,KAF2213093,KAM3423425.1
OG0004186,KAF2213091,KAM3423427.1
OG0004187,KAF2213088,KAM3423431.1
OG0004188,KAF2213085,KAM3423435.1
OG0004189,KAF2213083,KAM3423438.1
OG0004190,KAF2213080,KAM3423440.1
OG0004191,KAF2213079,KAM3423441.1
OG0004192,KAF2213078,KAM3423442.1
OG0004193,KAF2213077,KAM3423443.1
OG0004194,KAF2213076,KAM3423444.1
OG0004195,KAF2213074,KAM3423446.1
OG0004196,KAF2213073,KAM3423447.1
OG0004197,KAF2213070,KAM3423450.1
OG0004198,KAF2213067,KAM3423452.1
OG0004199,KAF2213064,KAM3423455.1
OG0004200,KAF2212998,KAM3423356.1
OG0004201,KAF2212997,KAM3423355.1
OG0004202,KAF2212994,KAM3423352.1
OG0004203,KAF2212992,KAM3423350.1
OG0004204,KAF2212991,KAM3423349.1
OG0004205,KAF2212990,KAM3423348.1
OG0004206,KAF2212989,KAM3423347.1
OG0004207,KAF2212988,KAM3423345.1
OG0004208,KAF2212987,KAM3423344.1
OG0004209,KAF2212983,KAM3423342.1
OG0004210,KAF2212969,KAM3423324.1
OG0004212,KAF2212971,KAM3423329.1
OG0004213,KAF2212972,KAM3423331.1
OG0004214,KAF2212976,KAM3423336.1
OG0004215,KAF2212978,KAM3423338.1
OG0004216,KAF2212961,KAM3423317.1
OG0004217,KAF2212959,KAM3423315.1
OG0004218,KAF2212958,KAM3423314.1
OG0004219,KAF2212957,KAM3423312.1
OG0004220,KAF2213230,KAM3423605.1
OG0004221,KAF2213231,KAM3423606.1
OG0004222,KAF2213232,KAM3423607.1
OG0004223,KAF2213241,KAM3423616.1
OG0004224,KAF2213242,KAM3423617.1
OG0004225,KAF2213243,KAM3423618.1
OG0004226,KAF2213244,KAM3423619.1
OG0004229,KAF2213143,KAM3423366.1
OG0004230,KAF2213144,KAM3423365.1
OG0004231,KAF2213147,KAM3423363.1
OG0004232,KAF2207743,KAM3423881.1
OG0004233,KAF2207745,KAM3423878.1
OG0004234,KAF2207746,KAM3423877.1
OG0004235,KAF2207748,KAM3423875.1
OG0004236,KAF2207751,KAM3423872.1
OG0004237,KAF2207752,KAM3423871.1
OG0004238,KAF2213312,KAM3423772.1
OG0004239,KAF2213313,KAM3423771.1
OG0004240,KAF2213314,KAM3423770.1
OG0004241,KAF2213316,KAM3423768.1
OG0004242,KAF2213318,KAM3423767.1
OG0004243,KAF2213319,KAM3423766.1
OG0004244,KAF2213320,KAM3423765.1
OG0004245,KAF2213321,KAM3423764.1
OG0004246,KAF2213322,KAM3423763.1
OG0004247,KAF2213325,KAM3423760.1
OG0004248,KAF2213326,KAM3423758.1
OG0004249,KAF2213332,KAM3423751.1
OG0004250,KAF2213334,KAM3423750.1
OG0004251,KAF2213335,KAM3423749.1
OG0004252,KAF2213336,KAM3423748.1
OG0004253,KAF2213340,KAM3423742.1
OG0004254,KAF2213343,KAM3423739.1
OG0004255,KAF2213351,KAM3423729.1
OG0004256,KAF2213353,KAM3423727.1
OG0004257,KAF2213354,KAM3423726.1
OG0004258,KAF2207850,KAM3423722.1
OG0004259,KAF2207849,KAM3423721.1
OG0004260,KAF2207846,KAM3423714.1
OG0004261,KAF2207837,KAM3423706.1
OG0004262,KAF2207830,KAM3423698.1
OG0004263,KAF2207829,KAM3423697.1
OG0004264,KAF2207729,KAM3423896.1
OG0004265,KAF2207608,KAM3423919.1
OG0004266,KAF2207606,KAM3423921.1
OG0004267,KAF2207603,KAM3423925.1
OG0004268,KAF2207600,KAM3423927.1
OG0004269,KAF2207599,KAM3423928.1
OG0004270,KAF2207595,KAM3423934.1
OG0004271,KAF2207590,KAM3423944.1
OG0004272,KAF2207587,KAM3423948.1
OG0004274,KAF2207575,KAM3423955.1
OG0004275,KAF2207578,KAM3423957.1
OG0004276,KAF2207582,KAM3423960.1
OG0004277,KAF2207572,KAM3423964.1
OG0004278,KAF2207565,KAM3423971.1
OG0004280,KAF2207534,KAM3424004.1
OG0004281,KAF2207533,KAM3424005.1
OG0004282,KAF2207532,KAM3424006.1
OG0004283,KAF2207536,KAM3424001.1
OG0004284,KAF2207537,KAM3424000.1
OG0004285,KAF2207545,KAM3423991.1
OG0004286,KAF2207546,KAM3423990.1
OG0004287,KAF2207564,KAM3423973.1
OG0004289,KAF2207555,KAM3423982.1
OG0004290,KAF2207620,KAM3423906.1
OG0004291,KAF2207610,KAM3423916.1
OG0004292,KAF2207613,KAM3423913.1
OG0004293,KAF2207615,KAM3423912.1
OG0004294,KAF2207616,KAM3423911.1
OG0004295,KAF2207617,KAM3423910.1
OG0004296,KAF2207730,KAM3423895.1
OG0004297,KAF2207734,KAM3423890.1
OG0004298,KAF2213284,KAM3423804.1
OG0004299,KAF2213282,KAM3423806.1
OG0004302,KAF2207803,KAM3423673.1
OG0004303,KAF2207804,KAM3423674.1
OG0004304,KAF2207811,KAM3423683.1
OG0004305,KAF2207817,KAM3423686.1
OG0004306,KAF2207820,KAM3423689.1
OG0004307,KAF2207823,KAM3423693.1
OG0004308,KAF2207828,KAM3423696.1
OG0004310,KAF2207636,KAM3419507.1
OG0004311,KAF2207639,KAM3419509.1
OG0004312,KAF2207647,KAM3419518.1
OG0004313,KAF2207650,KAM3419520.1
OG0004314,KAF2207651,KAM3419521.1
OG0004315,KAF2207653,KAM3419523.1
OG0004316,KAF2207656,KAM3419526.1
OG0004317,KAF2207659,KAM3419532.1
OG0004318,KAF2207660,KAM3419533.1
OG0004319,KAF2207668,KAM3419538.1
OG0004320,KAF2207670,KAM3419540.1
OG0004321,KAF2207671,KAM3419541.1
OG0004323,KAF2207676,KAM3419548.1
OG0004324,KAF2207677,KAM3419549.1
OG0004325,KAF2207678,KAM3419550.1
OG0004326,KAF2207679,KAM3419551.1
OG0004327,KAF2207687,KAM3419559.1
OG0004328,KAF2207685,KAM3419557.1
OG0004329,KAF2207684,KAM3419555.1
OG0004330,KAF2207695,KAM3419566.1
OG0004331,KAF2207696,KAM3419568.1
OG0004332,KAF2207698,KAM3419570.1
OG0004333,KAF2207699,KAM3419571.1
OG0004334,KAF2207700,KAM3419572.1
OG0004335,KAF2207701,KAM3419573.1
OG0004336,KAF2207719,KAM3419589.1
OG0004337,KAF2206248,KAM3419597.1
OG0004338,KAF2206257,KAM3419600.1
OG0004339,KAF2217573,KAM3420179.1
OG0004340,KAF2217574,KAM3420178.1
OG0004341,KAF2217576,KAM3420175.1
OG0004342,KAF2217577,KAM3420174.1
OG0004343,KAF2217579,KAM3420172.1
OG0004344,KAF2217585,KAM3420164.1
OG0004345,KAF2217588,KAM3420159.1
OG0004346,KAF2217592,KAM3420154.1
OG0004347,KAF2217593,KAM3420153.1
OG0004348,KAF2217594,KAM3420152.1
OG0004349,KAF2217597,KAM3420149.1
OG0004350,KAF2217600,KAM3420147.1
OG0004351,KAF2217601,KAM3420145.1
OG0004352,KAF2217602,KAM3420144.1
OG0004353,KAF2217603,KAM3420143.1
OG0004354,KAF2217605,KAM3420141.1
OG0004355,KAF2217606,KAM3420140.1
OG0004356,KAF2217607,KAM3420139.1
OG0004357,KAF2217613,KAM3420132.1
OG0004358,KAF2217614,KAM3420131.1
OG0004359,KAF2217615,KAM3420129.1
OG0004360,KAF2217618,KAM3420126.1
OG0004361,KAF2217619,KAM3420125.1
OG0004362,KAF2217623,KAM3420120.1
OG0004363,KAF2217627,KAM3420116.1
OG0004364,KAF2217631,KAM3420112.1
OG0004365,KAF2217632,KAM3420111.1
OG0004366,KAF2217634,KAM3420109.1
OG0004367,KAF2217636,KAM3420107.1
OG0004368,KAF2217638,KAM3420104.1
OG0004369,KAF2217643,KAM3420097.1
OG0004370,KAF2217645,KAM3420095.1
OG0004371,KAF2217647,KAM3420092.1
OG0004372,KAF2217650,KAM3420089.1
OG0004373,KAF2217663,KAM3420084.1
OG0004375,KAF2217667,KAM3420080.1
OG0004376,KAF2217668,KAM3420079.1
OG0004377,KAF2215409,KAM3417217.1
OG0004378,KAF2217679,KAM3420071.1
OG0004379,KAF2217677,KAM3420070.1
OG0004381,KAF2217672,KAM3420065.1
OG0004382,KAF2217671,KAM3420064.1
OG0004383,KAF2217670,KAM3420063.1
OG0004384,KAF2217685,KAM3420058.1
OG0004385,KAF2217686,KAM3420057.1
OG0004386,KAF2217689,KAM3420052.1
OG0004387,KAF2209945,KAM3414658.1
OG0004388,KAF2217690,KAM3420051.1
OG0004389,KAF2217694,KAM3420047.1
OG0004390,KAF2217701,KAM3420038.1
OG0004391,KAF2217712,KAM3420033.1
OG0004392,KAF2217713,KAM3420032.1
OG0004393,KAF2217714,KAM3420031.1
OG0004394,KAF2217716,KAM3420029.1
OG0004395,KAF2217717,KAM3420026.1
OG0004396,KAF2217723,KAM3420020.1
OG0004397,KAF2217725,KAM3420018.1
OG0004398,KAF2217733,KAM3420011.1
OG0004399,KAF2217734,KAM3420010.1
OG0004400,KAF2217735,KAM3420009.1
OG0004401,KAF2217736,KAM3420008.1
OG0004402,KAF2217737,KAM3420007.1
OG0004403,KAF2217740,KAM3420004.1
OG0004404,KAF2217742,KAM3419997.1
OG0004405,KAF2217745,KAM3419993.1
OG0004406,KAF2217747,KAM3419991.1
OG0004407,KAF2217748,KAM3419990.1
OG0004408,KAF2218010,KAM3419988.1
OG0004409,KAF2218009,KAM3419987.1
OG0004410,KAF2217995,KAM3419966.1
OG0004411,KAF2217991,KAM3419963.1
OG0004412,KAF2217988,KAM3419961.1
OG0004413,KAF2217983,KAM3419956.1
OG0004414,KAF2217982,KAM3419955.1
OG0004415,KAF2217981,KAM3419954.1
OG0004416,KAF2217975,KAM3419946.1
OG0004417,KAF2217974,KAM3419944.1
OG0004418,KAF2217970,KAM3419939.1
OG0004419,KAF2217969,KAM3419938.1
OG0004420,KAF2217967,KAM3419936.1
OG0004421,KAF2217966,KAM3419935.1
OG0004422,KAF2217965,KAM3419934.1
OG0004423,KAF2217961,KAM3419930.1
OG0004424,KAF2217960,KAM3419929.1
OG0004425,KAF2217959,KAM3419928.1
OG0004426,KAF2217958,KAM3419926.1
OG0004427,KAF2217957,KAM3419925.1
OG0004428,KAF2217956,KAM3419924.1
OG0004429,KAF2217955,KAM3419923.1
OG0004430,KAF2217951,KAM3419919.1
OG0004431,KAF2217947,KAM3419916.1
OG0004432,KAF2217946,KAM3419915.1
OG0004433,KAF2217945,KAM3419914.1
OG0004434,KAF2217943,KAM3419912.1
OG0004435,KAF2217942,KAM3419911.1
OG0004436,KAF2217937,KAM3419906.1
OG0004437,KAF2217936,KAM3419905.1
OG0004438,KAF2217931,KAM3419899.1
OG0004439,KAF2217928,KAM3419896.1
OG0004442,KAF2217923,KAM3419891.1
OG0004443,KAF2217916,KAM3419885.1
OG0004445,KAF2218019,KAM3419721.1
OG0004446,KAF2218020,KAM3419720.1
OG0004447,KAF2218022,KAM3419719.1
OG0004448,KAF2218023,KAM3419718.1
OG0004449,KAF2218026,KAM3419702.1
OG0004450,KAF2218027,KAM3419701.1
OG0004451,KAF2218028,KAM3419700.1
OG0004452,KAF2218029,KAM3419699.1
OG0004453,KAF2218031,KAM3419697.1
OG0004454,KAF2218033,KAM3419696.1
OG0004455,KAF2218039,KAM3419690.1
OG0004456,KAF2218040,KAM3419689.1
OG0004457,KAF2218043,KAM3419685.1
OG0004458,KAF2218044,KAM3419684.1
OG0004459,KAF2218045,KAM3419683.1
OG0004460,KAF2218048,KAM3419680.1
OG0004461,KAF2218051,KAM3419677.1
OG0004462,KAF2218052,KAM3419676.1
OG0004464,KAF2218054,KAM3419675.1
OG0004465,KAF2217867,KAM3419844.1
OG0004466,KAF2217866,KAM3419843.1
OG0004467,KAF2217865,KAM3419842.1
OG0004468,KAF2217864,KAM3419841.1
OG0004469,KAF2217861,KAM3419837.1
OG0004470,KAF2217859,KAM3419835.1
OG0004471,KAF2217858,KAM3419831.1
OG0004472,KAF2217854,KAM3419826.1
OG0004474,KAF2217842,KAM3419813.1
OG0004475,KAF2217841,KAM3419812.1
OG0004476,KAF2217839,KAM3419810.1
OG0004477,KAF2217835,KAM3419805.1
OG0004478,KAF2217834,KAM3419804.1
OG0004479,KAF2217833,KAM3419803.1
OG0004480,KAF2217831,KAM3419801.1
OG0004481,KAF2217827,KAM3419798.1
OG0004482,KAF2217823,KAM3419793.1
OG0004483,KAF2217818,KAM3419790.1
OG0004484,KAF2217816,KAM3419789.1
OG0004485,KAF2217809,KAM3419782.1
OG0004486,KAF2217808,KAM3419781.1
OG0004487,KAF2217807,KAM3419780.1
OG0004488,KAF2217795,KAM3419771.1
OG0004489,KAF2217794,KAM3419770.1
OG0004490,KAF2217792,KAM3419768.1
OG0004491,KAF2217787,KAM3419765.1
OG0004492,KAF2217786,KAM3419764.1
OG0004493,KAF2217784,KAM3419762.1
OG0004494,KAF2217782,KAM3419761.1
OG0004495,KAF2217779,KAM3419758.1
OG0004496,KAF2217777,KAM3419756.1
OG0004497,KAF2217776,KAM3419755.1
OG0004498,KAF2217760,KAM3419741.1
OG0004499,KAF2217751,KAM3419735.1
OG0004500,KAF2217750,KAM3419734.1
OG0004501,KAF2218013,KAM3419730.1
OG0004502,KAF2218018,KAM3419722.1
